dateandtime,Gas_Flow,Almaty,Kyzylorda,Astana,Atyrau,Oskemen
23.01.2018 14:00,11948.93,-14.67,-6.4,-28.8,-2.4,-31.4
23.01.2018 15:00,11931.04,-15,-6.5,-28.6,-2.3,-31.5
23.01.2018 16:00,11941.17,,-6.8,,-2.2,-31.4
23.01.2018 17:00,11980.54,-15.67,-7,-28.4,-2.1,-31.3
23.01.2018 18:00,12223.85,-16,-7.3,-28.3,-2.3,-31.2
23.01.2018 19:00,12255.78,-16.33,-7.6,-28.1,-2.4,-31.1
23.01.2018 20:00,12288.63,-16.67,-7.9,-28,-2.6,-31
23.01.2018 21:00,12338.19,-17,-8.1,-27.9,-2.8,-30.9
23.01.2018 22:00,12340.34,-17.33,-8.4,-27.8,-3,-30.8
23.01.2018 23:00,12484.44,-17.67,-8.7,-27.7,-3.1,-30.7
24.01.2018 0:00,12620.62,-18,-8.9,-27.6,-3.3,-30.6
24.01.2018 1:00,12714.19,-18.21,-9.2,-27.4,-3.5,-30.5
24.01.2018 2:00,12827.11,-18.42,-9.5,-27.3,-3.6,
24.01.2018 3:00,12807.53,-18.63,-9.8,-27.2,-3.8,-30.3
24.01.2018 4:00,12866.43,-18.83,-10,-27.1,-4,-30.1
24.01.2018 5:00,12927.12,-19.04,-10.3,-27,-4.2,-30
24.01.2018 6:00,12947.74,-19.25,-10.6,-26.9,-4.3,-29.9
24.01.2018 7:00,12521.82,-19.46,-10.8,-26.7,-4.5,-29.8
24.01.2018 8:00,12546.53,-19.67,-11.1,-26.6,-4.7,-29.7
24.01.2018 9:00,12621.5,-19.88,-11.4,-26.5,-4.8,-29.6
24.01.2018 10:00,12737.92,-20.08,-11.6,-26.4,-5,-29.5
24.01.2018 11:00,12309.23,-20.29,-11.9,-26.3,-5.2,-29.4
24.01.2018 12:00,12287.84,-20.5,-12.2,-26.2,-5.3,-29.3
24.01.2018 13:00,12041.31,-20.71,-12.5,-26,-5.5,-29.2
24.01.2018 14:00,12032.35,-20.92,-12.7,-25.9,-5.7,-29.1
24.01.2018 15:00,11986.65,-21.13,-13,-25.8,-5.9,-29
24.01.2018 16:00,11900.88,-21.33,-13,-25.9,-6,-29.1
24.01.2018 17:00,11518.75,-21.54,-12.9,-26,-6.2,-29.1
24.01.2018 18:00,8842.28,-21.75,-12.9,-26.1,-6.3,-29.2
24.01.2018 19:00,12456.17,-21.96,-12.8,-26.2,-6.5,-29.2
24.01.2018 20:00,12463.76,-22.17,-12.8,-26.3,-6.6,-29.3
24.01.2018 21:00,9765.56,-22.38,-12.7,-26.5,-6.8,-29.3
24.01.2018 22:00,14748.71,-22.58,-12.7,-26.6,-6.9,-29.4
24.01.2018 23:00,14603.54,-22.79,-12.6,-26.7,-7.1,-29.4
25.01.2018 0:00,14670.4,-23,-12.6,-26.8,-7.2,-29.5
25.01.2018 1:00,14854.92,-23.04,-12.5,-26.9,-7.4,-29.5
25.01.2018 2:00,14850.79,-23.08,-12.5,-27,-7.5,-29.6
25.01.2018 3:00,15067.65,-23.13,-12.4,-27.1,-7.7,-29.6
25.01.2018 4:00,15002.99,-23.17,-12.4,-27.2,-7.8,-29.7
25.01.2018 5:00,15006.4,-23.21,-12.3,-27.3,-8,-29.7
25.01.2018 6:00,14989.21,-23.25,-12.3,-27.4,-8.1,-29.8
25.01.2018 7:00,15257.59,-23.29,-12.2,-27.5,-8.2,-29.8
25.01.2018 8:00,15270.34,-23.33,-12.2,-27.6,-8.4,-29.9
25.01.2018 9:00,15174.22,-23.38,-12.1,-27.8,-8.5,-29.9
25.01.2018 10:00,15181.51,-23.42,-12.1,-27.9,-8.7,-30
25.01.2018 11:00,15384.26,-23.46,-12,-28,-8.8,-30
25.01.2018 12:00,15297.76,-23.5,-12,-28.1,-9,-30.1
25.01.2018 13:00,15286.46,-23.54,-11.9,-28.2,-9.1,-30.1
25.01.2018 14:00,15228.42,-23.58,-11.9,-28.3,-9.3,-30.2
25.01.2018 15:00,15137.48,-23.63,-11.8,-28.4,-9.4,-30.2
25.01.2018 16:00,15081.11,-23.67,-11.9,-28.3,-9.6,-30.2
25.01.2018 17:00,15045.05,-23.71,-12.1,-28.3,-9.7,-30.2
25.01.2018 18:00,16595.63,-23.75,-12.2,-28.2,-9.7,-30.2
25.01.2018 19:00,16086.83,-23.79,-12.4,,-9.7,-30.3
25.01.2018 20:00,16168.17,-23.83,-12.5,-28.1,-9.7,-30.3
25.01.2018 21:00,16197.82,-23.88,-12.7,-28,-9.7,-30.3
25.01.2018 22:00,15725.53,-23.92,-12.8,-28,-9.7,-30.3
25.01.2018 23:00,15734.95,-23.96,-12.9,-27.9,-9.7,-30.3
26.01.2018 0:00,15388.71,-24,-13.1,-27.8,-9.7,-30.3
26.01.2018 1:00,15305.32,-24.04,-13.2,-27.8,-9.7,-30.3
26.01.2018 2:00,15295.82,-24.08,-13.4,-27.7,-9.7,-30.3
26.01.2018 3:00,15241.09,-24.13,-13.5,,-9.7,-30.4
26.01.2018 4:00,15273.98,-24.17,-13.6,-27.6,-9.7,-30.4
26.01.2018 5:00,15253.6,NaN,-13.8,-27.5,-9.8,-30.4
26.01.2018 6:00,15265.21,-24.25,-13.9,-27.5,-9.8,-30.4
26.01.2018 7:00,15257.28,-24.29,-14.1,-27.4,-9.8,-30.4
26.01.2018 8:00,15247.26,-24.33,-14.2,-27.3,-9.8,-30.4
26.01.2018 9:00,15278.07,-24.38,-14.4,-27.3,-9.8,-30.4
26.01.2018 10:00,15266.94,-24.42,-14.5,-27.2,-9.8,-30.4
26.01.2018 11:00,15182.59,-24.46,-14.6,-27.2,-9.8,-30.5
26.01.2018 12:00,15048.08,-24.5,-14.8,-27.1,-9.8,-30.5
26.01.2018 13:00,14900.19,-24.54,-14.9,-27,-9.8,-30.5
26.01.2018 14:00,15038.82,-24.58,-15.1,-27,-9.8,-30.5
26.01.2018 15:00,14949.14,-24.63,-15.2,-26.9,-9.8,-30.5
26.01.2018 16:00,14918.78,-24.67,-15.2,-26.7,-9.8,-30.5
26.01.2018 17:00,14771.56,-24.71,-15.3,-26.5,-9.8,-30.5
26.01.2018 18:00,14483.47,-24.75,-15.3,-26.4,-9.9,-30.5
26.01.2018 19:00,15770.57,-24.79,-15.4,-26.2,-10.1,-30.5
26.01.2018 20:00,14122.39,-24.83,-15.4,-26,-10.2,-30.4
26.01.2018 21:00,14015.31,-24.88,-15.5,-25.8,-10.3,-30.4
26.01.2018 22:00,14082.17,-24.92,-15.5,-25.6,-10.4,-30.4
26.01.2018 23:00,13877.89,-24.96,-15.5,-25.4,-10.6,-30.4
27.01.2018 0:00,13713.29,-25,-15.6,-25.3,-10.7,-30.4
27.01.2018 1:00,12482.81,-25.09,-15.6,-25.1,-10.8,-30.4
27.01.2018 2:00,12723.68,-25.17,,-24.9,-10.9,-30.4
27.01.2018 3:00,12678.18,-25.26,-15.7,-24.7,-11.1,-30.4
27.01.2018 4:00,12885.81,-25.35,-15.7,-24.5,-11.2,-30.3
27.01.2018 5:00,12961.34,-25.43,,-24.3,-11.3,-30.3
27.01.2018 6:00,14370.93,-25.52,-15.8,-24.2,-11.4,-30.3
27.01.2018 7:00,14695.05,-25.61,-15.9,-24,-11.6,-30.3
27.01.2018 8:00,14883.84,-25.7,,-23.8,-11.7,-30.3
27.01.2018 9:00,15052.71,-25.78,-16,-23.6,-11.8,-30.3
27.01.2018 10:00,14816.8,-25.87,-16,-23.4,-11.9,-30.3
27.01.2018 11:00,15639.4,-25.96,-16,-23.2,-12.1,-30.3
27.01.2018 12:00,14714.85,-26.04,-16.1,-23.1,-12.2,-30.2
27.01.2018 13:00,14217.33,-26.13,-16.1,-22.9,-12.3,-30.2
27.01.2018 14:00,13940.28,-26.22,-16.2,-22.7,-12.4,-30.2
27.01.2018 15:00,13597.47,-26.3,-16.2,-22.5,-12.6,-30.2
27.01.2018 16:00,13628.21,-26.39,-16.2,-22.4,-12.7,-29.9
27.01.2018 17:00,13601.12,-26.48,-16.2,-22.4,-12.8,-29.7
27.01.2018 18:00,14196.34,-26.57,-16.3,-22.3,-12.8,-29.4
27.01.2018 19:00,14192.38,-26.65,-16.3,-22.3,-12.7,-29.1
27.01.2018 20:00,14194.19,-26.74,-16.3,-22.2,-12.7,-28.8
27.01.2018 21:00,14213.32,-26.83,-16.3,-22.2,-12.7,-28.6
27.01.2018 22:00,14158.41,-26.91,-16.3,-22.1,-12.6,-28.3
27.01.2018 23:00,14097.95,-27,-16.3,-22.1,-12.6,-28
28.01.2018 0:00,14067.52,-26.83,-16.4,-22,-12.6,-27.7
28.01.2018 1:00,14075.1,-26.65,-16.4,-22,-12.5,-27.5
28.01.2018 2:00,14092.71,-26.48,-16.4,-21.9,-12.5,-27.2
28.01.2018 3:00,14070.27,-26.3,-16.4,,-12.5,-26.9
28.01.2018 4:00,14034.05,-26.13,-16.4,-21.8,-12.4,-26.6
28.01.2018 5:00,14094.04,-25.96,-16.4,-21.7,-12.4,-26.4
28.01.2018 6:00,14135.23,-25.78,-16.5,,-12.4,-26.1
28.01.2018 7:00,14149.35,-25.61,-16.5,-21.6,-12.3,-25.8
28.01.2018 8:00,14152.45,-25.43,-16.5,-21.6,-12.3,-25.5
28.01.2018 9:00,14262.01,-25.26,-16.5,,-12.3,-25.3
28.01.2018 10:00,14232.97,-25.09,-16.5,-21.5,-12.2,-25
28.01.2018 11:00,15171.89,-24.91,-16.5,-21.4,-12.2,-24.7
28.01.2018 12:00,15214.51,-24.74,-16.6,-21.4,-12.2,-24.4
28.01.2018 13:00,15180.58,-24.57,-16.6,-21.3,-12.1,-24.2
28.01.2018 14:00,15118.5,-24.39,-16.6,-21.3,-12.1,-23.9
28.01.2018 15:00,15231.71,-24.22,-16.6,-21.2,-12.1,-23.6
28.01.2018 16:00,15219.69,-24.04,-16.4,-21.1,-12,-24.6
28.01.2018 17:00,15221.15,-23.87,-16.2,-21.1,-12,-25.6
28.01.2018 18:00,15219.13,,-16,-21,-13.1,-26.6
28.01.2018 19:00,15227.79,-23.52,-15.8,-21,-14.2,-27.6
28.01.2018 20:00,9719.74,-23.35,-15.6,-20.9,-15.2,-28.6
28.01.2018 21:00,11346.64,-23.17,-15.4,-20.9,-16.3,-29.6
28.01.2018 22:00,11416.48,-23,-15.2,-20.8,-17.4,-30.6
